"epoch","Test all epochs - train_acc","Test all epochs - train_acc__MIN","Test all epochs - train_acc__MAX","Test all epochs - _step","Test all epochs - _step__MIN","Test all epochs - _step__MAX","Test all epochs - test_acc","Test all epochs - test_acc__MIN","Test all epochs - test_acc__MAX","All epochs with augmentation - train_acc","All epochs with augmentation - train_acc__MIN","All epochs with augmentation - train_acc__MAX","All epochs with augmentation - _step","All epochs with augmentation - _step__MIN","All epochs with augmentation - _step__MAX","All epochs with augmentation - test_acc","All epochs with augmentation - test_acc__MIN","All epochs with augmentation - test_acc__MAX"
"672","","","","","","","","","","0.5","0.5","0.5","1344.5","1344","1345","0.48819929361343384","0.48819929361343384","0.48819929361343384"
"673","","","","","","","","","","0.46000000834465027","0.46000000834465027","0.46000000834465027","1346.5","1346","1347","0.48382866382598877","0.48382866382598877","0.48382866382598877"
"674","","","","","","","","","","0.4675000011920929","0.4675000011920929","0.4675000011920929","1348.5","1348","1349","0.48382866382598877","0.48382866382598877","0.48382866382598877"
"675","","","","","","","","","","0.4675000011920929","0.4675000011920929","0.4675000011920929","1350.5","1350","1351","0.4825174808502197","0.4825174808502197","0.4825174808502197"
"676","","","","","","","","","","0.4350000023841858","0.4350000023841858","0.4350000023841858","1352.5","1352","1353","0.4851398468017578","0.4851398468017578","0.4851398468017578"
"677","","","","","","","","","","0.41999998688697815","0.41999998688697815","0.41999998688697815","1354.5","1354","1355","0.4877622425556183","0.4877622425556183","0.4877622425556183"
"678","","","","","","","","","","0.4650000035762787","0.4650000035762787","0.4650000035762787","1356.5","1356","1357","0.48732516169548035","0.48732516169548035","0.48732516169548035"
"679","","","","","","","","","","0.44999998807907104","0.44999998807907104","0.44999998807907104","1358.5","1358","1359","0.4803321659564972","0.4803321659564972","0.4803321659564972"
"680","","","","","","","","","","0.4424999952316284","0.4424999952316284","0.4424999952316284","1360.5","1360","1361","0.4886363744735718","0.4886363744735718","0.4886363744735718"
"681","","","","","","","","","","0.46000000834465027","0.46000000834465027","0.46000000834465027","1362.5","1362","1363","0.4886363744735718","0.4886363744735718","0.4886363744735718"
"682","","","","","","","","","","0.4375","0.4375","0.4375","1364.5","1364","1365","0.48645105957984924","0.48645105957984924","0.48645105957984924"
"683","","","","","","","","","","0.4399999976158142","0.4399999976158142","0.4399999976158142","1366.5","1366","1367","0.4916957914829254","0.4916957914829254","0.4916957914829254"
"684","","","","","","","","","","0.47999998927116394","0.47999998927116394","0.47999998927116394","1368.5","1368","1369","0.49300700426101685","0.49300700426101685","0.49300700426101685"
"685","","","","","","","","","","0.4424999952316284","0.4424999952316284","0.4424999952316284","1370.5","1370","1371","0.4877622425556183","0.4877622425556183","0.4877622425556183"
"686","","","","","","","","","","0.4300000071525574","0.4300000071525574","0.4300000071525574","1372.5","1372","1373","0.48557692766189575","0.48557692766189575","0.48557692766189575"
"687","","","","","","","","","","0.45500001311302185","0.45500001311302185","0.45500001311302185","1374.5","1374","1375","0.4908216893672943","0.4908216893672943","0.4908216893672943"
"688","","","","","","","","","","0.5049999952316284","0.5049999952316284","0.5049999952316284","1376.5","1376","1377","0.49300700426101685","0.49300700426101685","0.49300700426101685"
"689","","","","","","","","","","0.47999998927116394","0.47999998927116394","0.47999998927116394","1378.5","1378","1379","0.496940553188324","0.496940553188324","0.496940553188324"
"690","","","","","","","","","","0.4424999952316284","0.4424999952316284","0.4424999952316284","1380.5","1380","1381","0.49213287234306335","0.49213287234306335","0.49213287234306335"
"691","","","","","","","","","","0.48750001192092896","0.48750001192092896","0.48750001192092896","1382.5","1382","1383","0.49125874042510986","0.49125874042510986","0.49125874042510986"
"692","","","","","","","","","","0.4650000035762787","0.4650000035762787","0.4650000035762787","1384.5","1384","1385","0.49038460850715637","0.49038460850715637","0.49038460850715637"
"693","","","","","","","","","","0.47999998927116394","0.47999998927116394","0.47999998927116394","1386.5","1386","1387","0.49388110637664795","0.49388110637664795","0.49388110637664795"
"694","","","","","","","","","","0.44749999046325684","0.44749999046325684","0.44749999046325684","1388.5","1388","1389","0.49562937021255493","0.49562937021255493","0.49562937021255493"
"695","","","","","","","","","","0.4749999940395355","0.4749999940395355","0.4749999940395355","1390.5","1390","1391","0.4951923191547394","0.4951923191547394","0.4951923191547394"
"696","","","","","","","","","","0.4424999952316284","0.4424999952316284","0.4424999952316284","1392.5","1392","1393","0.49388110637664795","0.49388110637664795","0.49388110637664795"
"697","","","","","","","","","","0.45249998569488525","0.45249998569488525","0.45249998569488525","1394.5","1394","1395","0.4908216893672943","0.4908216893672943","0.4908216893672943"
"698","","","","","","","","","","0.48500001430511475","0.48500001430511475","0.48500001430511475","1396.5","1396","1397","0.49300700426101685","0.49300700426101685","0.49300700426101685"
"699","","","","","","","","","","0.44999998807907104","0.44999998807907104","0.44999998807907104","1398.5","1398","1399","0.4916957914829254","0.4916957914829254","0.4916957914829254"
"700","","","","","","","","","","0.4625000059604645","0.4625000059604645","0.4625000059604645","1400.5","1400","1401","0.4934440553188324","0.4934440553188324","0.4934440553188324"
"701","","","","","","","","","","0.4675000011920929","0.4675000011920929","0.4675000011920929","1402.5","1402","1403","0.4899475574493408","0.4899475574493408","0.4899475574493408"
"702","","","","","","","","","","0.4325000047683716","0.4325000047683716","0.4325000047683716","1404.5","1404","1405","0.4943181872367859","0.4943181872367859","0.4943181872367859"
"703","","","","","","","","","","0.45750001072883606","0.45750001072883606","0.45750001072883606","1406.5","1406","1407","0.4916957914829254","0.4916957914829254","0.4916957914829254"
"704","","","","","","","","","","0.48500001430511475","0.48500001430511475","0.48500001430511475","1408.5","1408","1409","0.4899475574493408","0.4899475574493408","0.4899475574493408"
"705","","","","","","","","","","0.4699999988079071","0.4699999988079071","0.4699999988079071","1410.5","1410","1411","0.49475523829460144","0.49475523829460144","0.49475523829460144"
"706","","","","","","","","","","0.44999998807907104","0.44999998807907104","0.44999998807907104","1412.5","1412","1413","0.4934440553188324","0.4934440553188324","0.4934440553188324"
"707","","","","","","","","","","0.47749999165534973","0.47749999165534973","0.47749999165534973","1414.5","1414","1415","0.4943181872367859","0.4943181872367859","0.4943181872367859"
"708","","","","","","","","","","0.45750001072883606","0.45750001072883606","0.45750001072883606","1416.5","1416","1417","0.49562937021255493","0.49562937021255493","0.49562937021255493"
"709","","","","","","","","","","0.48249998688697815","0.48249998688697815","0.48249998688697815","1418.5","1418","1419","0.49388110637664795","0.49388110637664795","0.49388110637664795"
"710","","","","","","","","","","0.4625000059604645","0.4625000059604645","0.4625000059604645","1420.5","1420","1421","0.4960664212703705","0.4960664212703705","0.4960664212703705"
"711","","","","","","","","","","0.5099999904632568","0.5099999904632568","0.5099999904632568","1422.5","1422","1423","0.49781468510627747","0.49781468510627747","0.49781468510627747"
"712","","","","","","","","","","0.4724999964237213","0.4724999964237213","0.4724999964237213","1424.5","1424","1425","0.49300700426101685","0.49300700426101685","0.49300700426101685"
"713","","","","","","","","","","0.4724999964237213","0.4724999964237213","0.4724999964237213","1426.5","1426","1427","0.49038460850715637","0.49038460850715637","0.49038460850715637"
"714","","","","","","","","","","0.4325000047683716","0.4325000047683716","0.4325000047683716","1428.5","1428","1429","0.4916957914829254","0.4916957914829254","0.4916957914829254"
"715","","","","","","","","","","0.44749999046325684","0.44749999046325684","0.44749999046325684","1430.5","1430","1431","0.49300700426101685","0.49300700426101685","0.49300700426101685"
"716","","","","","","","","","","0.4975000023841858","0.4975000023841858","0.4975000023841858","1432.5","1432","1433","0.49781468510627747","0.49781468510627747","0.49781468510627747"
"717","","","","","","","","","","0.45500001311302185","0.45500001311302185","0.45500001311302185","1434.5","1434","1435","0.4951923191547394","0.4951923191547394","0.4951923191547394"
"718","","","","","","","","","","0.4300000071525574","0.4300000071525574","0.4300000071525574","1436.5","1436","1437","0.49125874042510986","0.49125874042510986","0.49125874042510986"
"719","","","","","","","","","","0.4625000059604645","0.4625000059604645","0.4625000059604645","1438.5","1438","1439","0.49868881702423096","0.49868881702423096","0.49868881702423096"
"720","","","","","","","","","","0.5224999785423279","0.5224999785423279","0.5224999785423279","1440.5","1440","1441","0.49213287234306335","0.49213287234306335","0.49213287234306335"
"721","","","","","","","","","","0.44999998807907104","0.44999998807907104","0.44999998807907104","1442.5","1442","1443","0.4960664212703705","0.4960664212703705","0.4960664212703705"
"722","","","","","","","","","","0.4675000011920929","0.4675000011920929","0.4675000011920929","1444.5","1444","1445","0.49956294894218445","0.49956294894218445","0.49956294894218445"
"723","","","","","","","","","","0.45750001072883606","0.45750001072883606","0.45750001072883606","1446.5","1446","1447","0.4965035021305084","0.4965035021305084","0.4965035021305084"
"724","","","","","","","","","","0.4424999952316284","0.4424999952316284","0.4424999952316284","1448.5","1448","1449","0.4943181872367859","0.4943181872367859","0.4943181872367859"
"725","","","","","","","","","","0.45500001311302185","0.45500001311302185","0.45500001311302185","1450.5","1450","1451","0.49388110637664795","0.49388110637664795","0.49388110637664795"
"726","","","","","","","","","","0.4625000059604645","0.4625000059604645","0.4625000059604645","1452.5","1452","1453","0.49475523829460144","0.49475523829460144","0.49475523829460144"
"727","","","","","","","","","","0.45249998569488525","0.45249998569488525","0.45249998569488525","1454.5","1454","1455","0.4973776340484619","0.4973776340484619","0.4973776340484619"
"728","","","","","","","","","","0.44999998807907104","0.44999998807907104","0.44999998807907104","1456.5","1456","1457","0.501748263835907","0.501748263835907","0.501748263835907"
"729","","","","","","","","","","0.5049999952316284","0.5049999952316284","0.5049999952316284","1458.5","1458","1459","0.501311182975769","0.501311182975769","0.501311182975769"
"730","","","","","","","","","","0.49000000953674316","0.49000000953674316","0.49000000953674316","1460.5","1460","1461","0.4973776340484619","0.4973776340484619","0.4973776340484619"
"731","","","","","","","","","","0.45500001311302185","0.45500001311302185","0.45500001311302185","1462.5","1462","1463","0.5004370808601379","0.5004370808601379","0.5004370808601379"
"732","","","","","","","","","","0.45750001072883606","0.45750001072883606","0.45750001072883606","1464.5","1464","1465","0.5026223659515381","0.5026223659515381","0.5026223659515381"
"733","","","","","","","","","","0.4950000047683716","0.4950000047683716","0.4950000047683716","1466.5","1466","1467","0.4965035021305084","0.4965035021305084","0.4965035021305084"
"734","","","","","","","","","","0.42750000953674316","0.42750000953674316","0.42750000953674316","1468.5","1468","1469","0.4960664212703705","0.4960664212703705","0.4960664212703705"
"735","","","","","","","","","","0.4650000035762787","0.4650000035762787","0.4650000035762787","1470.5","1470","1471","0.4991258680820465","0.4991258680820465","0.4991258680820465"
"736","","","","","","","","","","0.45750001072883606","0.45750001072883606","0.45750001072883606","1472.5","1472","1473","0.4960664212703705","0.4960664212703705","0.4960664212703705"
"737","","","","","","","","","","0.4675000011920929","0.4675000011920929","0.4675000011920929","1474.5","1474","1475","0.4960664212703705","0.4960664212703705","0.4960664212703705"
"738","","","","","","","","","","0.47999998927116394","0.47999998927116394","0.47999998927116394","1476.5","1476","1477","0.49475523829460144","0.49475523829460144","0.49475523829460144"
"739","","","","","","","","","","0.4724999964237213","0.4724999964237213","0.4724999964237213","1478.5","1478","1479","0.4934440553188324","0.4934440553188324","0.4934440553188324"
"740","","","","","","","","","","0.4650000035762787","0.4650000035762787","0.4650000035762787","1480.5","1480","1481","0.4943181872367859","0.4943181872367859","0.4943181872367859"
"741","","","","","","","","","","0.41999998688697815","0.41999998688697815","0.41999998688697815","1482.5","1482","1483","0.49562937021255493","0.49562937021255493","0.49562937021255493"
"742","","","","","","","","","","0.4625000059604645","0.4625000059604645","0.4625000059604645","1484.5","1484","1485","0.4943181872367859","0.4943181872367859","0.4943181872367859"
"743","","","","","","","","","","0.45500001311302185","0.45500001311302185","0.45500001311302185","1486.5","1486","1487","0.4973776340484619","0.4973776340484619","0.4973776340484619"
"744","","","","","","","","","","0.4650000035762787","0.4650000035762787","0.4650000035762787","1488.5","1488","1489","0.4991258680820465","0.4991258680820465","0.4991258680820465"
"745","","","","","","","","","","0.4650000035762787","0.4650000035762787","0.4650000035762787","1490.5","1490","1491","0.4960664212703705","0.4960664212703705","0.4960664212703705"
"746","","","","","","","","","","0.49000000953674316","0.49000000953674316","0.49000000953674316","1492.5","1492","1493","0.4973776340484619","0.4973776340484619","0.4973776340484619"
"747","","","","","","","","","","0.48249998688697815","0.48249998688697815","0.48249998688697815","1494.5","1494","1495","0.4965035021305084","0.4965035021305084","0.4965035021305084"
"748","","","","","","","","","","0.4424999952316284","0.4424999952316284","0.4424999952316284","1496.5","1496","1497","0.501748263835907","0.501748263835907","0.501748263835907"
"749","","","","","","","","","","0.4350000023841858","0.4350000023841858","0.4350000023841858","1498.5","1498","1499","0.5008741021156311","0.5008741021156311","0.5008741021156311"
"750","","","","","","","","","","0.4625000059604645","0.4625000059604645","0.4625000059604645","1500.5","1500","1501","0.5008741021156311","0.5008741021156311","0.5008741021156311"
"751","","","","","","","","","","0.4975000023841858","0.4975000023841858","0.4975000023841858","1502.5","1502","1503","0.496940553188324","0.496940553188324","0.496940553188324"
"752","","","","","","","","","","0.4424999952316284","0.4424999952316284","0.4424999952316284","1504.5","1504","1505","0.4951923191547394","0.4951923191547394","0.4951923191547394"
"753","","","","","","","","","","0.42500001192092896","0.42500001192092896","0.42500001192092896","1506.5","1506","1507","0.49475523829460144","0.49475523829460144","0.49475523829460144"
"754","","","","","","","","","","0.5325000286102295","0.5325000286102295","0.5325000286102295","1508.5","1508","1509","0.49562937021255493","0.49562937021255493","0.49562937021255493"
"755","","","","","","","","","","0.4724999964237213","0.4724999964237213","0.4724999964237213","1510.5","1510","1511","0.4973776340484619","0.4973776340484619","0.4973776340484619"
"756","","","","","","","","","","0.4650000035762787","0.4650000035762787","0.4650000035762787","1512.5","1512","1513","0.4991258680820465","0.4991258680820465","0.4991258680820465"
"757","","","","","","","","","","0.48249998688697815","0.48249998688697815","0.48249998688697815","1514.5","1514","1515","0.4951923191547394","0.4951923191547394","0.4951923191547394"
"758","","","","","","","","","","0.44749999046325684","0.44749999046325684","0.44749999046325684","1516.5","1516","1517","0.5","0.5","0.5"
"759","","","","","","","","","","0.4699999988079071","0.4699999988079071","0.4699999988079071","1518.5","1518","1519","0.5","0.5","0.5"
"760","","","","","","","","","","0.4375","0.4375","0.4375","1520.5","1520","1521","0.4991258680820465","0.4991258680820465","0.4991258680820465"
"761","","","","","","","","","","0.42750000953674316","0.42750000953674316","0.42750000953674316","1522.5","1522","1523","0.4991258680820465","0.4991258680820465","0.4991258680820465"
"762","","","","","","","","","","0.4975000023841858","0.4975000023841858","0.4975000023841858","1524.5","1524","1525","0.498251736164093","0.498251736164093","0.498251736164093"
"763","","","","","","","","","","0.47999998927116394","0.47999998927116394","0.47999998927116394","1526.5","1526","1527","0.49956294894218445","0.49956294894218445","0.49956294894218445"
"764","","","","","","","","","","0.4724999964237213","0.4724999964237213","0.4724999964237213","1528.5","1528","1529","0.503496527671814","0.503496527671814","0.503496527671814"
"765","","","","","","","","","","0.45249998569488525","0.45249998569488525","0.45249998569488525","1530.5","1530","1531","0.4991258680820465","0.4991258680820465","0.4991258680820465"
"766","","","","","","","","","","0.4424999952316284","0.4424999952316284","0.4424999952316284","1532.5","1532","1533","0.5056818127632141","0.5056818127632141","0.5056818127632141"
"767","","","","","","","","","","0.4950000047683716","0.4950000047683716","0.4950000047683716","1534.5","1534","1535","0.506118893623352","0.506118893623352","0.506118893623352"
"768","","","","","","","","","","0.4675000011920929","0.4675000011920929","0.4675000011920929","1536.5","1536","1537","0.5065559148788452","0.5065559148788452","0.5065559148788452"
"769","","","","","","","","","","0.4699999988079071","0.4699999988079071","0.4699999988079071","1538.5","1538","1539","0.5065559148788452","0.5065559148788452","0.5065559148788452"
"770","","","","","","","","","","0.47999998927116394","0.47999998927116394","0.47999998927116394","1540.5","1540","1541","0.5043706297874451","0.5043706297874451","0.5043706297874451"
"771","","","","","","","","","","0.4950000047683716","0.4950000047683716","0.4950000047683716","1542.5","1542","1543","0.5083041787147522","0.5083041787147522","0.5083041787147522"
"772","","","","","","","","","","0.49000000953674316","0.49000000953674316","0.49000000953674316","1544.5","1544","1545","0.5065559148788452","0.5065559148788452","0.5065559148788452"
"773","","","","","","","","","","0.45500001311302185","0.45500001311302185","0.45500001311302185","1546.5","1546","1547","0.503059446811676","0.503059446811676","0.503059446811676"
"774","","","","","","","","","","0.4625000059604645","0.4625000059604645","0.4625000059604645","1548.5","1548","1549","0.5065559148788452","0.5065559148788452","0.5065559148788452"
"775","","","","","","","","","","0.48500001430511475","0.48500001430511475","0.48500001430511475","1550.5","1550","1551","0.5056818127632141","0.5056818127632141","0.5056818127632141"
"776","","","","","","","","","","0.47999998927116394","0.47999998927116394","0.47999998927116394","1552.5","1552","1553","0.5052447319030762","0.5052447319030762","0.5052447319030762"
"777","","","","","","","","","","0.4650000035762787","0.4650000035762787","0.4650000035762787","1554.5","1554","1555","0.5113636255264282","0.5113636255264282","0.5113636255264282"
"778","","","","","","","","","","0.4975000023841858","0.4975000023841858","0.4975000023841858","1556.5","1556","1557","0.5052447319030762","0.5052447319030762","0.5052447319030762"
"779","","","","","","","","","","0.4650000035762787","0.4650000035762787","0.4650000035762787","1558.5","1558","1559","0.5008741021156311","0.5008741021156311","0.5008741021156311"
"780","","","","","","","","","","0.4749999940395355","0.4749999940395355","0.4749999940395355","1560.5","1560","1561","0.5043706297874451","0.5043706297874451","0.5043706297874451"
"781","","","","","","","","","","0.4625000059604645","0.4625000059604645","0.4625000059604645","1562.5","1562","1563","0.5056818127632141","0.5056818127632141","0.5056818127632141"
"782","","","","","","","","","","0.4650000035762787","0.4650000035762787","0.4650000035762787","1564.5","1564","1565","0.506118893623352","0.506118893623352","0.506118893623352"
"783","","","","","","","","","","0.44999998807907104","0.44999998807907104","0.44999998807907104","1566.5","1566","1567","0.506118893623352","0.506118893623352","0.506118893623352"
"784","","","","","","","","","","0.4449999928474426","0.4449999928474426","0.4449999928474426","1568.5","1568","1569","0.501311182975769","0.501311182975769","0.501311182975769"
"785","","","","","","","","","","0.4675000011920929","0.4675000011920929","0.4675000011920929","1570.5","1570","1571","0.504807710647583","0.504807710647583","0.504807710647583"
"786","","","","","","","","","","0.45249998569488525","0.45249998569488525","0.45249998569488525","1572.5","1572","1573","0.5069929957389832","0.5069929957389832","0.5069929957389832"
"787","","","","","","","","","","0.48500001430511475","0.48500001430511475","0.48500001430511475","1574.5","1574","1575","0.5026223659515381","0.5026223659515381","0.5026223659515381"
"788","","","","","","","","","","0.4749999940395355","0.4749999940395355","0.4749999940395355","1576.5","1576","1577","0.503059446811676","0.503059446811676","0.503059446811676"
"789","","","","","","","","","","0.4650000035762787","0.4650000035762787","0.4650000035762787","1578.5","1578","1579","0.5083041787147522","0.5083041787147522","0.5083041787147522"
"790","","","","","","","","","","0.4675000011920929","0.4675000011920929","0.4675000011920929","1580.5","1580","1581","0.5056818127632141","0.5056818127632141","0.5056818127632141"
"791","","","","","","","","","","0.45500001311302185","0.45500001311302185","0.45500001311302185","1582.5","1582","1583","0.5056818127632141","0.5056818127632141","0.5056818127632141"
"792","","","","","","","","","","0.4925000071525574","0.4925000071525574","0.4925000071525574","1584.5","1584","1585","0.5056818127632141","0.5056818127632141","0.5056818127632141"
"793","","","","","","","","","","0.48249998688697815","0.48249998688697815","0.48249998688697815","1586.5","1586","1587","0.5069929957389832","0.5069929957389832","0.5069929957389832"
"794","","","","","","","","","","0.4675000011920929","0.4675000011920929","0.4675000011920929","1588.5","1588","1589","0.5069929957389832","0.5069929957389832","0.5069929957389832"
"795","","","","","","","","","","0.4975000023841858","0.4975000023841858","0.4975000023841858","1590.5","1590","1591","0.5091783404350281","0.5091783404350281","0.5091783404350281"
"796","","","","","","","","","","0.48249998688697815","0.48249998688697815","0.48249998688697815","1592.5","1592","1593","0.5131118893623352","0.5131118893623352","0.5131118893623352"
"797","","","","","","","","","","0.4675000011920929","0.4675000011920929","0.4675000011920929","1594.5","1594","1595","0.503059446811676","0.503059446811676","0.503059446811676"
"798","","","","","","","","","","0.4625000059604645","0.4625000059604645","0.4625000059604645","1596.5","1596","1597","0.5043706297874451","0.5043706297874451","0.5043706297874451"
"799","","","","","","","","","","0.4925000071525574","0.4925000071525574","0.4925000071525574","1598.5","1598","1599","0.5056818127632141","0.5056818127632141","0.5056818127632141"
"800","","","","","","","","","","0.44749999046325684","0.44749999046325684","0.44749999046325684","1600.5","1600","1601","0.5","0.5","0.5"
"801","","","","","","","","","","0.4724999964237213","0.4724999964237213","0.4724999964237213","1602.5","1602","1603","0.507867157459259","0.507867157459259","0.507867157459259"
"802","","","","","","","","","","0.4650000035762787","0.4650000035762787","0.4650000035762787","1604.5","1604","1605","0.5074300765991211","0.5074300765991211","0.5074300765991211"
"803","","","","","","","","","","0.46000000834465027","0.46000000834465027","0.46000000834465027","1606.5","1606","1607","0.5126748085021973","0.5126748085021973","0.5126748085021973"
"804","","","","","","","","","","0.4675000011920929","0.4675000011920929","0.4675000011920929","1608.5","1608","1609","0.5135489702224731","0.5135489702224731","0.5135489702224731"
"805","","","","","","","","","","0.5249999761581421","0.5249999761581421","0.5249999761581421","1610.5","1610","1611","0.5131118893623352","0.5131118893623352","0.5131118893623352"
"806","","","","","","","","","","0.4650000035762787","0.4650000035762787","0.4650000035762787","1612.5","1612","1613","0.506118893623352","0.506118893623352","0.506118893623352"
"807","","","","","","","","","","0.44999998807907104","0.44999998807907104","0.44999998807907104","1614.5","1614","1615","0.507867157459259","0.507867157459259","0.507867157459259"
"808","","","","","","","","","","0.4950000047683716","0.4950000047683716","0.4950000047683716","1616.5","1616","1617","0.5026223659515381","0.5026223659515381","0.5026223659515381"
"809","","","","","","","","","","0.5","0.5","0.5","1618.5","1618","1619","0.5118007063865662","0.5118007063865662","0.5118007063865662"
"810","","","","","","","","","","0.47999998927116394","0.47999998927116394","0.47999998927116394","1620.5","1620","1621","0.5113636255264282","0.5113636255264282","0.5113636255264282"
"811","","","","","","","","","","0.4699999988079071","0.4699999988079071","0.4699999988079071","1622.5","1622","1623","0.5126748085021973","0.5126748085021973","0.5126748085021973"
"812","","","","","","","","","","0.4650000035762787","0.4650000035762787","0.4650000035762787","1624.5","1624","1625","0.5074300765991211","0.5074300765991211","0.5074300765991211"
"813","","","","","","","","","","0.42500001192092896","0.42500001192092896","0.42500001192092896","1626.5","1626","1627","0.5096153616905212","0.5096153616905212","0.5096153616905212"
"814","","","","","","","","","","0.49000000953674316","0.49000000953674316","0.49000000953674316","1628.5","1628","1629","0.5100524425506592","0.5100524425506592","0.5100524425506592"
"815","","","","","","","","","","0.4699999988079071","0.4699999988079071","0.4699999988079071","1630.5","1630","1631","0.5100524425506592","0.5100524425506592","0.5100524425506592"
"816","","","","","","","","","","0.5","0.5","0.5","1632.5","1632","1633","0.5096153616905212","0.5096153616905212","0.5096153616905212"
"817","","","","","","","","","","0.47999998927116394","0.47999998927116394","0.47999998927116394","1634.5","1634","1635","0.5126748085021973","0.5126748085021973","0.5126748085021973"
"818","","","","","","","","","","0.4724999964237213","0.4724999964237213","0.4724999964237213","1636.5","1636","1637","0.5122377872467041","0.5122377872467041","0.5122377872467041"
"819","","","","","","","","","","0.4699999988079071","0.4699999988079071","0.4699999988079071","1638.5","1638","1639","0.5074300765991211","0.5074300765991211","0.5074300765991211"
"820","","","","","","","","","","0.5074999928474426","0.5074999928474426","0.5074999928474426","1640.5","1640","1641","0.5113636255264282","0.5113636255264282","0.5113636255264282"
"821","","","","","","","","","","0.4724999964237213","0.4724999964237213","0.4724999964237213","1642.5","1642","1643","0.5144230723381042","0.5144230723381042","0.5144230723381042"
"822","","","","","","","","","","0.49000000953674316","0.49000000953674316","0.49000000953674316","1644.5","1644","1645","0.5135489702224731","0.5135489702224731","0.5135489702224731"
"823","","","","","","","","","","0.44749999046325684","0.44749999046325684","0.44749999046325684","1646.5","1646","1647","0.5131118893623352","0.5131118893623352","0.5131118893623352"
"824","","","","","","","","","","0.5049999952316284","0.5049999952316284","0.5049999952316284","1648.5","1648","1649","0.5122377872467041","0.5122377872467041","0.5122377872467041"
"825","","","","","","","","","","0.5049999952316284","0.5049999952316284","0.5049999952316284","1650.5","1650","1651","0.5113636255264282","0.5113636255264282","0.5113636255264282"
"826","","","","","","","","","","0.47749999165534973","0.47749999165534973","0.47749999165534973","1652.5","1652","1653","0.5113636255264282","0.5113636255264282","0.5113636255264282"
"827","","","","","","","","","","0.5224999785423279","0.5224999785423279","0.5224999785423279","1654.5","1654","1655","0.5109265446662903","0.5109265446662903","0.5109265446662903"
"828","","","","","","","","","","0.5024999976158142","0.5024999976158142","0.5024999976158142","1656.5","1656","1657","0.5135489702224731","0.5135489702224731","0.5135489702224731"
"829","","","","","","","","","","0.4925000071525574","0.4925000071525574","0.4925000071525574","1658.5","1658","1659","0.5161713361740112","0.5161713361740112","0.5161713361740112"
"830","","","","","","","","","","0.47999998927116394","0.47999998927116394","0.47999998927116394","1660.5","1660","1661","0.5157342553138733","0.5157342553138733","0.5157342553138733"
"831","","","","","","","","","","0.5174999833106995","0.5174999833106995","0.5174999833106995","1662.5","1662","1663","0.5131118893623352","0.5131118893623352","0.5131118893623352"
"832","","","","","","","","","","0.49000000953674316","0.49000000953674316","0.49000000953674316","1664.5","1664","1665","0.5179196000099182","0.5179196000099182","0.5179196000099182"
"833","","","","","","","","","","0.49000000953674316","0.49000000953674316","0.49000000953674316","1666.5","1666","1667","0.5161713361740112","0.5161713361740112","0.5161713361740112"
"834","","","","","","","","","","0.4675000011920929","0.4675000011920929","0.4675000011920929","1668.5","1668","1669","0.5157342553138733","0.5157342553138733","0.5157342553138733"
"835","","","","","","","","","","0.4724999964237213","0.4724999964237213","0.4724999964237213","1670.5","1670","1671","0.5187937021255493","0.5187937021255493","0.5187937021255493"
"836","","","","","","","","","","0.5","0.5","0.5","1672.5","1672","1673","0.5122377872467041","0.5122377872467041","0.5122377872467041"
"837","","","","","","","","","","0.4675000011920929","0.4675000011920929","0.4675000011920929","1674.5","1674","1675","0.5170454382896423","0.5170454382896423","0.5170454382896423"
"838","","","","","","","","","","0.4399999976158142","0.4399999976158142","0.4399999976158142","1676.5","1676","1677","0.5161713361740112","0.5161713361740112","0.5161713361740112"
"839","","","","","","","","","","0.48249998688697815","0.48249998688697815","0.48249998688697815","1678.5","1678","1679","0.5144230723381042","0.5144230723381042","0.5144230723381042"
"840","","","","","","","","","","0.4925000071525574","0.4925000071525574","0.4925000071525574","1680.5","1680","1681","0.5104895234107971","0.5104895234107971","0.5104895234107971"
"841","","","","","","","","","","0.5099999904632568","0.5099999904632568","0.5099999904632568","1682.5","1682","1683","0.5118007063865662","0.5118007063865662","0.5118007063865662"
"842","","","","","","","","","","0.4975000023841858","0.4975000023841858","0.4975000023841858","1684.5","1684","1685","0.5148601531982422","0.5148601531982422","0.5148601531982422"
"843","","","","","","","","","","0.46000000834465027","0.46000000834465027","0.46000000834465027","1686.5","1686","1687","0.5227272510528564","0.5227272510528564","0.5227272510528564"
"844","","","","","","","","","","0.5224999785423279","0.5224999785423279","0.5224999785423279","1688.5","1688","1689","0.5192307829856873","0.5192307829856873","0.5192307829856873"
"845","","","","","","","","","","0.45750001072883606","0.45750001072883606","0.45750001072883606","1690.5","1690","1691","0.5170454382896423","0.5170454382896423","0.5170454382896423"
"846","","","","","","","","","","0.48750001192092896","0.48750001192092896","0.48750001192092896","1692.5","1692","1693","0.5192307829856873","0.5192307829856873","0.5192307829856873"
"847","","","","","","","","","","0.48500001430511475","0.48500001430511475","0.48500001430511475","1694.5","1694","1695","0.5192307829856873","0.5192307829856873","0.5192307829856873"
"848","","","","","","","","","","0.4950000047683716","0.4950000047683716","0.4950000047683716","1696.5","1696","1697","0.5161713361740112","0.5161713361740112","0.5161713361740112"
"849","","","","","","","","","","0.45750001072883606","0.45750001072883606","0.45750001072883606","1698.5","1698","1699","0.5166084170341492","0.5166084170341492","0.5166084170341492"
